Clave de metrópoli,Tipo de metrópoli,Nombre de la metrópoli,Clave de municipio,Municipio,ODS,Nombre del ODS,Clave de indicador,Indicador,Año,Valor,Ponderador
30.1.07,Zona metropolitana,Xalapa,30182,Tlalnelhuayocan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.11910533635,NA
30.1.07,Zona metropolitana,Xalapa,30026,Banderilla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.7541805921,NA
30.1.07,Zona metropolitana,Xalapa,30065,Emiliano Zapata,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.6094193687,NA
30.1.07,Zona metropolitana,Xalapa,30038,Coatepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.8386912575,NA
30.1.07,Zona metropolitana,Xalapa,30036,Coacoatzintla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.63099095,NA
30.1.07,Zona metropolitana,Xalapa,30087,Xalapa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.82415332145,NA
30.3.08,Zona conurbada,Acayucan,30003,Acayucan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.5588824184,NA
30.3.08,Zona conurbada,Acayucan,30116,Oluta,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2398267379,NA
30.3.08,Zona conurbada,Acayucan,30145,Soconusco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.1280404039,NA
31.1.01,Zona metropolitana,Mérida,31090,Timucuy,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.9248106793,NA
31.1.01,Zona metropolitana,Mérida,31063,Samahil,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.5440316338,NA
31.1.01,Zona metropolitana,Mérida,31100,Ucú,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.7769181316,NA
31.1.01,Zona metropolitana,Mérida,31093,Tixkokob,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.32136889785,NA
31.1.01,Zona metropolitana,Mérida,31095,Tixpéhual,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.1870934978,NA
31.1.01,Zona metropolitana,Mérida,31050,Mérida,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.9049032433,NA
31.1.01,Zona metropolitana,Mérida,31013,Conkal,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.1136948571,NA
31.1.01,Zona metropolitana,Mérida,31002,Acanceh,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.07126937,NA
31.1.01,Zona metropolitana,Mérida,31041,Kanasín,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.46475566635,NA
31.1.01,Zona metropolitana,Mérida,31101,Umán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.3021699994,NA
31.1.01,Zona metropolitana,Mérida,31038,Hunucmá,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.06419727825,NA
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32057,Trancoso,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2276620099,NA
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32032,Morelos,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.4174377859,NA
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32050,Vetagrande,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.01895771665,NA
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32017,Guadalupe,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.6132509137,NA
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32056,Zacatecas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.8668495313,NA
NA,NA,NA,15009,Amecameca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.31592765835,NA
NA,NA,NA,15036,Hueypoxtla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.24770665065,NA
NA,NA,NA,24055,Zaragoza,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2998893326,NA
NA,NA,NA,11004,Apaseo el Alto,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.6110839805,NA
NA,NA,NA,14124,Zapotlanejo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.52599797145,NA
NA,NA,NA,14044,Ixtlahuacán de los Membrillos,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.01938477575,NA
NA,NA,NA,29019,Tepetitla de Lardizábal,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.24032703415,NA
NA,NA,NA,15050,Juchitepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.4704383311,NA
NA,NA,NA,21060,Domingo Arenas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.831656686,NA
NA,NA,NA,30124,Papantla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.03689056845,NA
NA,NA,NA,17026,Tlayacapan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.22126474635,NA
NA,NA,NA,19047,Hidalgo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.65972828445,NA
NA,NA,NA,06004,Coquimatlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.1876148334,NA
NA,NA,NA,12021,Coyuca de Benítez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.39293202095,NA
NA,NA,NA,15017,Ayapango,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.58115264315,NA
NA,NA,NA,29023,Natívitas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2124964685,NA
NA,NA,NA,02003,Tecate,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.2445463227,NA
NA,NA,NA,15061,Nopaltepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.57132044625,NA
NA,NA,NA,13052,San Agustín Tlaxiaca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.2486565136,NA
NA,NA,NA,29057,Santa Apolonia Teacalco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.57120347975,NA
NA,NA,NA,13070,Tlahuelilpan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.0921094348,NA
NA,NA,NA,11009,Comonfort,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.1289656109,NA
NA,NA,NA,30022,Atzacan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.72716698755,NA
NA,NA,NA,06005,Cuauhtémoc,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.36879316425,NA
NA,NA,NA,15065,Otumba,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.21725869735,NA
NA,NA,NA,15096,Tequixquiac,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.1098061876,NA
NA,NA,NA,15034,Ecatzingo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.33359716905,NA
NA,NA,NA,13076,Tula de Allende,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.45856163085,NA
NA,NA,NA,14002,Acatlán de Juárez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.2936439758,NA
NA,NA,NA,30089,Jáltipan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.2850874341,NA
NA,NA,NA,05009,Francisco I. Madero,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.30265873035,NA
NA,NA,NA,13022,Epazoyucan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.0988312771,NA
NA,NA,NA,30011,Alvarado,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.82280599035,NA
NA,NA,NA,30033,Cazones de Herrera,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.4176202135,NA
NA,NA,NA,20421,Santa María Mixtequilla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.79130672025,NA
NA,NA,NA,15010,Apaxco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.82962659025,NA
NA,NA,NA,15016,Axapusco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.3076141519,NA
NA,NA,NA,19001,Abasolo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.21392414925,NA
NA,NA,NA,15112,Villa del Carbón,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.19657288805,NA
NA,NA,NA,17024,Tlaltizapán de Zapata,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2396875794,NA
01.1.01,Zona metropolitana,Aguascalientes,01011,San Francisco de los Romo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.1809540245,NA
01.1.01,Zona metropolitana,Aguascalientes,01005,Jesús María,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.93110930795,NA
01.1.01,Zona metropolitana,Aguascalientes,01001,Aguascalientes,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.90220950475,NA
02.1.01,Zona metropolitana,Tijuana,02005,Playas de Rosarito,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.8469105803,NA
02.1.01,Zona metropolitana,Tijuana,02004,Tijuana,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,4.05611958355,NA
02.2.02,Metrópoli municipal,Ensenada,02001,Ensenada,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.35235450415,NA
02.2.03,Metrópoli municipal,Mexicali,02002,Mexicali,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.63945071785,NA
03.2.01,Metrópoli municipal,La Paz,03003,La Paz,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.21744851045,NA
04.2.01,Metrópoli municipal,Campeche,04002,Campeche,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.44148975225,NA
05.1.01,Zona metropolitana,La Laguna,05017,Matamoros,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.49564084985,NA
05.1.01,Zona metropolitana,La Laguna,10007,Gómez Palacio,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.0802445142,NA
05.1.01,Zona metropolitana,La Laguna,10012,Lerdo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.63576184315,NA
05.1.01,Zona metropolitana,La Laguna,05035,Torreón,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.65595064265,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05006,Castaños,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.96314744945,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05031,San Buenaventura,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.17453758035,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05018,Monclova,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.33450857655,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05010,Frontera,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.31396848915,NA
05.1.03,Zona metropolitana,Piedras Negras,05022,Nava,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.7490317685,NA
05.1.03,Zona metropolitana,Piedras Negras,05025,Piedras Negras,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.11229105775,NA
05.1.04,Zona metropolitana,Saltillo,05030,Saltillo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.54533942625,NA
05.1.04,Zona metropolitana,Saltillo,05027,Ramos Arizpe,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,5.0349591318,NA
05.1.04,Zona metropolitana,Saltillo,05004,Arteaga,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.8149698657,NA
06.1.01,Zona metropolitana,Colima-Villa de Álvarez,06010,Villa de Álvarez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.8425509101,NA
06.1.01,Zona metropolitana,Colima-Villa de Álvarez,06003,Comala,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,-0.21214452565,NA
06.1.01,Zona metropolitana,Colima-Villa de Álvarez,06002,Colima,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.1067144881,NA
06.3.02,Zona conurbada,Tecomán,06009,Tecomán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.0821621991,NA
06.3.02,Zona conurbada,Tecomán,06001,Armería,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.09872589875,NA
07.1.01,Zona metropolitana,Tapachula,07089,Tapachula,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.5798720042,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07079,San Fernando,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,-0.5868486687,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07012,Berriozábal,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,-0.0091628379,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07086,Suchiapa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,-0.378186129,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07027,Chiapa de Corzo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.3841113579,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07101,Tuxtla Gutiérrez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.1257504882,NA
08.1.01,Zona metropolitana,Chihuahua,08002,Aldama,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.15419098165,NA
08.1.01,Zona metropolitana,Chihuahua,08004,Aquiles Serdán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.2634920784,NA
08.1.01,Zona metropolitana,Chihuahua,08019,Chihuahua,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,3.93803970355,NA
08.1.02,Zona metropolitana,Delicias,08045,Meoqui,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.2590437711,NA
08.1.02,Zona metropolitana,Delicias,08021,Delicias,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.8659704024,NA
08.2.03,Metrópoli municipal,Juárez,08037,Juárez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,4.74712632905,NA
08.3.04,Zona conurbada,Hidalgo del Parral,08059,San Francisco del Oro,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,-0.2703412534,NA
08.3.04,Zona conurbada,Hidalgo del Parral,08032,Hidalgo del Parral,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.7285882429,NA
09.1.01,Zona metropolitana,Ciudad de México,09012,Tlalpan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,2.5816746723,NA
09.1.01,Zona metropolitana,Ciudad de México,15104,Tlalnepantla de Baz,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,4.14186754975,NA
09.1.01,Zona metropolitana,Ciudad de México,15028,Chiautla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,0.66918862045,NA
09.1.01,Zona metropolitana,Ciudad de México,09008,La Magdalena Contreras,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2018,1.32220619315,NA
